student_id,full_name,join_year,gender,socioeconomic_cat,household_income,first_gen
S2284,Student 1284,2023,M,mid,62475,0
S2285,Student 1285,2024,F,low,52589,0
S2286,Student 1286,2024,F,mid,48453,0
S2287,Student 1287,2022,F,mid,91334,0
S2288,Student 1288,2023,M,high,48853,0
S2289,Student 1289,2024,F,high,58650,0
S2290,Student 1290,2024,M,low,59385,0
S2291,Student 1291,2023,F,high,56443,0
S2292,Student 1292,2023,M,mid,113690,0
S2293,Student 1293,2023,F,low,52035,0
S2294,Student 1294,2022,M,mid,16170,0
S2295,Student 1295,2022,M,mid,67999,1
S2296,Student 1296,2024,F,low,98556,1
S2297,Student 1297,2022,M,low,55824,1
S2298,Student 1298,2023,F,mid,36568,1
S2299,Student 1299,2022,M,high,36646,0
S2300,Student 1300,2023,M,high,150099,0
S2301,Student 1301,2022,F,high,49222,0
S2302,Student 1302,2022,F,mid,63588,1
S2303,Student 1303,2023,F,mid,34088,0
S2304,Student 1304,2022,M,high,63142,0
S2305,Student 1305,2022,F,high,225456,0
S2306,Student 1306,2022,F,high,199493,0
S2307,Student 1307,2023,F,low,62880,0
S2308,Student 1308,2024,M,high,71375,0
S2309,Student 1309,2023,M,mid,56160,0
S2310,Student 1310,2024,M,high,55566,0
S2311,Student 1311,2024,M,mid,112634,1
S2312,Student 1312,2023,F,mid,34833,0
S2313,Student 1313,2022,F,mid,59893,0
S2314,Student 1314,2022,M,mid,49275,0
S2315,Student 1315,2024,F,mid,111145,0
S2316,Student 1316,2024,M,mid,155776,0
S2317,Student 1317,2023,M,mid,36025,0
S2318,Student 1318,2022,F,mid,42540,0
S2319,Student 1319,2022,F,mid,122482,0
S2320,Student 1320,2023,M,mid,123192,0
S2321,Student 1321,2024,M,mid,43474,0
S2322,Student 1322,2024,M,mid,62876,1
S2323,Student 1323,2022,F,low,23166,0
S2324,Student 1324,2022,M,mid,85812,0
S2325,Student 1325,2023,F,low,38608,0
S2326,Student 1326,2024,M,mid,68367,1
S2327,Student 1327,2023,F,high,36457,0
S2328,Student 1328,2022,F,mid,31358,0
S2329,Student 1329,2023,M,mid,88559,0
S2330,Student 1330,2022,F,low,252552,0
S2331,Student 1331,2024,M,low,56884,0
S2332,Student 1332,2024,M,high,55976,0
S2333,Student 1333,2024,M,mid,130022,0
S2334,Student 1334,2023,F,high,40491,0
S2335,Student 1335,2022,F,mid,162165,0
S2336,Student 1336,2024,M,high,49347,0
S2337,Student 1337,2024,M,mid,24802,0
S2338,Student 1338,2022,F,mid,88068,0
S2339,Student 1339,2024,F,mid,124882,1
S2340,Student 1340,2022,M,mid,55666,0
S2341,Student 1341,2023,M,high,176940,0
S2342,Student 1342,2024,M,mid,40393,0
S2343,Student 1343,2022,F,mid,83727,1
S2344,Student 1344,2022,F,mid,49915,0
S2345,Student 1345,2022,F,high,39108,0
S2346,Student 1346,2022,F,low,70478,0
S2347,Student 1347,2022,M,low,99993,0
S2348,Student 1348,2022,M,mid,52311,1
S2349,Student 1349,2022,M,mid,52597,0
S2350,Student 1350,2024,F,high,268893,1
S2351,Student 1351,2024,F,high,67202,0
S2352,Student 1352,2024,F,mid,23834,0
S2353,Student 1353,2024,M,low,138915,0
S2354,Student 1354,2024,F,low,48338,0
S2355,Student 1355,2023,F,mid,23809,0
S2356,Student 1356,2022,M,low,39611,0
S2357,Student 1357,2022,M,high,65979,1
S2358,Student 1358,2023,M,high,48382,0
S2359,Student 1359,2023,M,high,106752,0
S2360,Student 1360,2024,F,mid,67958,1
S2361,Student 1361,2022,F,mid,59018,1
S2362,Student 1362,2024,F,mid,26276,0
S2363,Student 1363,2023,F,mid,35794,1
S2364,Student 1364,2023,F,mid,63572,0
S2365,Student 1365,2024,F,high,129198,0
S2366,Student 1366,2022,F,low,214708,0
S2367,Student 1367,2024,M,high,47403,0
S2368,Student 1368,2024,F,mid,161062,0
S2369,Student 1369,2024,M,low,113445,1
S2370,Student 1370,2022,F,low,52387,0
S2371,Student 1371,2022,M,mid,44583,0
S2372,Student 1372,2023,M,low,79555,0
S2373,Student 1373,2024,M,mid,159623,1
S2374,Student 1374,2022,M,low,42855,0
S2375,Student 1375,2022,F,mid,27858,0
S2376,Student 1376,2024,F,mid,117080,0
S2377,Student 1377,2024,F,high,118197,0
S2378,Student 1378,2024,F,high,32330,0
S2379,Student 1379,2023,F,high,85666,0
S2380,Student 1380,2024,F,low,173794,1
S2381,Student 1381,2024,M,low,52859,0
S2382,Student 1382,2024,F,low,43758,0
S2383,Student 1383,2024,M,low,57572,0
S2384,Student 1384,2023,M,low,31706,0
S2385,Student 1385,2023,M,high,49356,0
S2386,Student 1386,2023,M,mid,63087,0
S2387,Student 1387,2024,F,mid,125129,0
S2388,Student 1388,2022,F,high,74265,0
S2389,Student 1389,2024,M,mid,99320,0
S2390,Student 1390,2023,M,mid,62834,0
S2391,Student 1391,2022,F,low,70593,0
S2392,Student 1392,2024,M,mid,48970,0
S2393,Student 1393,2022,F,mid,54776,0
S2394,Student 1394,2024,M,mid,341955,0
S2395,Student 1395,2024,F,high,64125,1
S2396,Student 1396,2022,F,mid,48403,1
S2397,Student 1397,2023,F,high,30108,0
S2398,Student 1398,2023,F,low,48812,0
S2399,Student 1399,2022,M,high,95332,0
S2400,Student 1400,2024,M,high,27796,0
S2401,Student 1401,2024,F,mid,85729,0
S2402,Student 1402,2022,F,low,44889,0
S2403,Student 1403,2023,M,high,14418,0
S2404,Student 1404,2024,M,low,29829,0
S2405,Student 1405,2023,F,low,39097,1
S2406,Student 1406,2023,F,mid,105516,0
S2407,Student 1407,2024,F,mid,57467,1
S2408,Student 1408,2022,M,high,84911,0
S2409,Student 1409,2022,M,high,46605,0
S2410,Student 1410,2024,F,mid,114201,0
S2411,Student 1411,2024,M,high,25858,1
S2412,Student 1412,2022,F,mid,133723,0
S2413,Student 1413,2024,M,low,19124,0
S2414,Student 1414,2023,M,high,39198,0
S2415,Student 1415,2022,F,high,59902,0
S2416,Student 1416,2024,F,mid,92892,0
S2417,Student 1417,2024,F,high,17965,0
S2418,Student 1418,2023,F,high,27137,1
S2419,Student 1419,2024,F,mid,49536,0
S2420,Student 1420,2023,M,high,130872,0
S2421,Student 1421,2024,F,mid,140968,1
S2422,Student 1422,2023,F,mid,44306,0
S2423,Student 1423,2024,M,high,37387,1
S2424,Student 1424,2023,M,mid,136440,1
S2425,Student 1425,2024,M,mid,138691,0
S2426,Student 1426,2023,M,mid,32901,0
S2427,Student 1427,2024,M,low,136793,0
S2428,Student 1428,2023,M,high,72196,0
S2429,Student 1429,2023,M,mid,213767,0
S2430,Student 1430,2022,M,mid,44631,0
S2431,Student 1431,2023,F,high,71745,0
S2432,Student 1432,2024,M,mid,72580,0
S2433,Student 1433,2022,M,mid,43466,0
S2434,Student 1434,2023,F,high,39324,0
S2435,Student 1435,2023,F,mid,42038,0
S2436,Student 1436,2024,M,low,40954,0
S2437,Student 1437,2022,F,low,26206,1
S2438,Student 1438,2023,M,low,111346,0
S2439,Student 1439,2024,M,low,26528,0
S2440,Student 1440,2024,M,mid,20770,1
S2441,Student 1441,2022,M,mid,73544,0
S2442,Student 1442,2024,M,low,45036,0
S2443,Student 1443,2022,F,low,47326,0
S2444,Student 1444,2023,M,mid,55381,0
S2445,Student 1445,2022,F,low,69469,0
S2446,Student 1446,2023,F,mid,147997,0
S2447,Student 1447,2022,M,low,21134,0
S2448,Student 1448,2023,M,mid,49892,0
S2449,Student 1449,2023,M,mid,55905,0
S2450,Student 1450,2022,F,mid,144655,0
S2451,Student 1451,2023,M,low,125899,0
S2452,Student 1452,2023,F,mid,35026,0
S2453,Student 1453,2023,M,mid,34873,0
S2454,Student 1454,2023,F,low,51535,0
S2455,Student 1455,2024,M,mid,86912,0
S2456,Student 1456,2024,M,high,51971,0
S2457,Student 1457,2024,M,mid,28550,0
S2458,Student 1458,2023,F,high,22024,0
S2459,Student 1459,2024,M,mid,12653,1
S2460,Student 1460,2023,F,mid,124125,0
S2461,Student 1461,2024,F,mid,29102,0
S2462,Student 1462,2022,F,mid,88354,0
S2463,Student 1463,2023,F,high,103370,1
S2464,Student 1464,2023,F,mid,66910,0
S2465,Student 1465,2023,M,mid,26915,0
S2466,Student 1466,2022,M,low,31546,0
S2467,Student 1467,2024,F,mid,93480,0
S2468,Student 1468,2023,F,mid,46454,0
S2469,Student 1469,2023,F,mid,100772,0
S2470,Student 1470,2024,M,mid,30053,0
S2471,Student 1471,2023,M,low,47329,0
S2472,Student 1472,2024,M,mid,77911,0
S2473,Student 1473,2024,M,mid,41498,0
S2474,Student 1474,2024,M,mid,85123,0
S2475,Student 1475,2022,M,high,39179,0
S2476,Student 1476,2022,F,high,17718,0
S2477,Student 1477,2024,F,low,108965,1
S2478,Student 1478,2023,F,high,76515,1
S2479,Student 1479,2024,M,mid,157455,0
S2480,Student 1480,2024,M,mid,26557,0
S2481,Student 1481,2022,M,low,22196,0
S2482,Student 1482,2022,M,mid,26057,0
S2483,Student 1483,2024,F,mid,84179,0
S2484,Student 1484,2022,M,mid,63673,0
S2485,Student 1485,2023,F,mid,60757,0
S2486,Student 1486,2024,F,low,184138,1
S2487,Student 1487,2024,F,mid,54057,1
S2488,Student 1488,2022,M,high,42724,0
S2489,Student 1489,2024,M,mid,42764,0
S2490,Student 1490,2024,M,high,113447,0
S2491,Student 1491,2023,M,mid,40876,0
S2492,Student 1492,2022,M,high,132067,0
S2493,Student 1493,2024,F,low,24766,0
S2494,Student 1494,2023,F,low,69604,0
S2495,Student 1495,2024,F,low,86039,1
S2496,Student 1496,2023,F,high,293634,0
S2497,Student 1497,2023,M,mid,86352,0
S2498,Student 1498,2022,M,low,101715,1
S2499,Student 1499,2023,F,mid,118313,1
S2500,Student 1500,2022,M,mid,38826,0
S2501,Student 1501,2022,F,mid,56578,0
S2502,Student 1502,2023,F,high,40318,0
S2503,Student 1503,2022,M,low,49676,0
S2504,Student 1504,2022,M,high,75047,0
S2505,Student 1505,2024,F,mid,45731,0
S2506,Student 1506,2023,F,high,68125,0
S2507,Student 1507,2022,F,low,30845,1
S2508,Student 1508,2022,M,mid,37668,0
S2509,Student 1509,2024,M,low,41040,0
S2510,Student 1510,2024,F,mid,55403,0
S2511,Student 1511,2023,M,high,63308,0
S2512,Student 1512,2022,F,mid,92450,0
S2513,Student 1513,2023,M,mid,77250,0
S2514,Student 1514,2024,M,high,19273,1
S2515,Student 1515,2024,F,low,52755,0
S2516,Student 1516,2024,M,mid,68799,0
S2517,Student 1517,2022,M,high,49997,0
S2518,Student 1518,2022,M,low,79015,0
S2519,Student 1519,2024,F,low,64725,0
S2520,Student 1520,2024,M,mid,110472,1
S2521,Student 1521,2022,M,low,56022,0
S2522,Student 1522,2023,F,high,78796,0
S2523,Student 1523,2024,F,mid,36815,0
S2524,Student 1524,2023,M,mid,145249,0
S2525,Student 1525,2024,M,mid,23661,0
S2526,Student 1526,2023,M,mid,105736,0
S2527,Student 1527,2024,F,low,63524,0
S2528,Student 1528,2024,M,mid,62743,1
S2529,Student 1529,2023,M,mid,60001,1
S2530,Student 1530,2023,M,mid,68878,1
S2531,Student 1531,2022,M,mid,41173,0
S2532,Student 1532,2023,M,mid,19866,0
S2533,Student 1533,2023,F,low,131643,1
S2534,Student 1534,2024,M,high,20631,0
S2535,Student 1535,2022,M,low,258251,0
S2536,Student 1536,2024,M,mid,49424,0
S2537,Student 1537,2023,F,mid,59129,0
S2538,Student 1538,2024,M,mid,55974,0
S2539,Student 1539,2024,F,mid,94988,0
S2540,Student 1540,2022,F,mid,17910,0
S2541,Student 1541,2023,M,low,21886,1
S2542,Student 1542,2023,M,mid,90370,0
S2543,Student 1543,2023,F,low,130843,1
S2544,Student 1544,2024,F,mid,44636,0
S2545,Student 1545,2022,M,high,51226,0
S2546,Student 1546,2022,M,mid,73552,0
S2547,Student 1547,2022,M,mid,53024,0
S2548,Student 1548,2023,F,mid,84102,0
S2549,Student 1549,2024,M,high,22085,0
S2550,Student 1550,2022,F,mid,73100,0
S2551,Student 1551,2022,M,mid,127282,0
S2552,Student 1552,2022,F,mid,22612,0
S2553,Student 1553,2023,F,high,47083,1
S2554,Student 1554,2022,F,mid,83536,0
S2555,Student 1555,2024,F,high,32310,0
S2556,Student 1556,2022,F,mid,61044,1
S2557,Student 1557,2022,M,high,79765,0
S2558,Student 1558,2022,M,high,91691,0
S2559,Student 1559,2023,M,low,29993,0
S2560,Student 1560,2022,F,mid,197488,0
S2561,Student 1561,2022,F,low,40357,0
S2562,Student 1562,2023,F,mid,146368,0
S2563,Student 1563,2023,F,low,124372,0
S2564,Student 1564,2024,F,low,94919,0
S2565,Student 1565,2024,M,mid,48373,0
S2566,Student 1566,2022,F,high,50088,0
S2567,Student 1567,2024,M,mid,68336,0
S2568,Student 1568,2023,F,mid,40375,0
S2569,Student 1569,2022,F,low,39505,0
S2570,Student 1570,2024,F,mid,37355,0
S2571,Student 1571,2024,M,mid,159383,0
S2572,Student 1572,2024,F,low,249948,0
S2573,Student 1573,2022,M,mid,28987,0
S2574,Student 1574,2023,M,mid,31806,0
S2575,Student 1575,2023,F,low,11437,0
S2576,Student 1576,2022,M,high,150532,1
S2577,Student 1577,2023,F,high,66349,0
S2578,Student 1578,2024,F,low,55805,0
S2579,Student 1579,2022,M,high,57890,1
S2580,Student 1580,2022,M,mid,29183,0
S2581,Student 1581,2023,M,mid,38717,1
S2582,Student 1582,2022,F,low,48544,1
S2583,Student 1583,2024,F,low,28771,0
S2584,Student 1584,2023,M,high,28824,1
S2585,Student 1585,2024,F,high,66552,0
S2586,Student 1586,2024,F,high,16018,0
S2587,Student 1587,2022,F,low,283254,0
S2588,Student 1588,2023,F,low,44453,0
S2589,Student 1589,2024,F,low,43747,0
S2590,Student 1590,2023,F,mid,20088,0
S2591,Student 1591,2022,M,high,21169,1
S2592,Student 1592,2024,F,mid,27861,0
S2593,Student 1593,2023,F,low,46085,0
S2594,Student 1594,2022,M,low,73904,0
S2595,Student 1595,2023,F,low,121621,0
S2596,Student 1596,2024,F,low,145204,0
S2597,Student 1597,2022,F,mid,84535,0
S2598,Student 1598,2022,M,mid,58337,0
S2599,Student 1599,2024,M,low,167408,0
S2600,Student 1600,2022,F,low,69243,0
S2601,Student 1601,2024,M,mid,32419,0
S2602,Student 1602,2022,F,mid,120144,0
S2603,Student 1603,2023,F,low,32471,0
S2604,Student 1604,2022,F,high,47650,1
S2605,Student 1605,2024,F,high,46291,0
S2606,Student 1606,2023,M,high,44930,0
S2607,Student 1607,2024,M,high,85868,0
S2608,Student 1608,2024,M,mid,65046,0
S2609,Student 1609,2023,M,high,81432,0
S2610,Student 1610,2023,M,mid,73302,0
S2611,Student 1611,2023,M,low,65079,0
S2612,Student 1612,2022,F,low,101482,1
S2613,Student 1613,2022,F,high,75535,0
S2614,Student 1614,2024,F,high,285787,0
S2615,Student 1615,2022,F,mid,54148,0
S2616,Student 1616,2023,F,mid,21619,1
S2617,Student 1617,2023,F,high,58898,0
S2618,Student 1618,2023,F,mid,44696,0
S2619,Student 1619,2024,M,mid,99412,0
S2620,Student 1620,2024,F,mid,33871,0
S2621,Student 1621,2024,F,mid,42446,0
S2622,Student 1622,2023,M,high,27197,0
S2623,Student 1623,2022,M,high,60857,0
S2624,Student 1624,2022,F,mid,62164,1
S2625,Student 1625,2022,F,low,264958,1
S2626,Student 1626,2024,M,mid,90070,0
S2627,Student 1627,2024,M,mid,70521,0
S2628,Student 1628,2022,M,low,28790,0
S2629,Student 1629,2022,M,high,33366,0
S2630,Student 1630,2024,F,mid,134665,0
S2631,Student 1631,2023,F,mid,58424,0
S2632,Student 1632,2023,F,mid,42649,0
S2633,Student 1633,2023,M,mid,13869,0
S2634,Student 1634,2022,F,mid,96134,0
S2635,Student 1635,2024,M,mid,160943,0
S2636,Student 1636,2024,M,high,62155,0
S2637,Student 1637,2024,F,mid,146518,0
S2638,Student 1638,2024,F,mid,61399,1
S2639,Student 1639,2024,F,mid,66645,0
S2640,Student 1640,2023,M,low,11645,1
S2641,Student 1641,2023,F,low,49713,0
S2642,Student 1642,2023,M,low,48467,1
S2643,Student 1643,2023,F,mid,10732,0
S2644,Student 1644,2022,M,mid,21010,0
S2645,Student 1645,2023,M,mid,51076,0
S2646,Student 1646,2022,M,low,57637,0
S2647,Student 1647,2024,M,mid,58920,1
S2648,Student 1648,2022,M,mid,101307,1
S2649,Student 1649,2022,M,high,57107,0
S2650,Student 1650,2024,F,mid,44585,1
S2651,Student 1651,2022,F,mid,131771,0
S2652,Student 1652,2024,F,low,64866,0
S2653,Student 1653,2023,F,mid,63329,0
S2654,Student 1654,2023,M,mid,105232,0
S2655,Student 1655,2024,F,mid,82396,0
S2656,Student 1656,2024,M,high,99227,1
S2657,Student 1657,2022,M,mid,82952,0
S2658,Student 1658,2023,M,mid,65340,0
S2659,Student 1659,2023,M,low,116972,0
S2660,Student 1660,2022,F,high,50432,0
S2661,Student 1661,2022,M,high,42258,0
S2662,Student 1662,2023,F,high,53771,0
S2663,Student 1663,2023,F,high,56291,1
S2664,Student 1664,2023,F,low,51151,0
S2665,Student 1665,2024,F,mid,33696,0
S2666,Student 1666,2024,M,mid,64363,0
S2667,Student 1667,2022,M,low,91020,1
S2668,Student 1668,2022,F,low,85256,1
S2669,Student 1669,2024,F,low,91804,0
S2670,Student 1670,2022,F,high,110131,1
S2671,Student 1671,2024,M,low,115518,0
S2672,Student 1672,2022,F,low,19006,0
S2673,Student 1673,2023,M,high,93475,0
S2674,Student 1674,2022,F,mid,35960,0
S2675,Student 1675,2022,M,high,81902,1
S2676,Student 1676,2024,M,high,65545,0
S2677,Student 1677,2024,M,low,35354,0
S2678,Student 1678,2023,M,mid,109157,0
S2679,Student 1679,2023,F,mid,94755,0
S2680,Student 1680,2024,F,high,64082,0
S2681,Student 1681,2023,F,high,46367,0
S2682,Student 1682,2022,M,high,97789,1
S2683,Student 1683,2022,F,mid,121463,0
S2684,Student 1684,2023,M,high,48430,0
S2685,Student 1685,2024,M,low,62198,0
S2686,Student 1686,2022,F,high,39757,0
S2687,Student 1687,2022,M,low,35176,0
S2688,Student 1688,2023,F,mid,54063,0
S2689,Student 1689,2024,M,mid,68679,0
S2690,Student 1690,2024,F,low,108324,0
S2691,Student 1691,2023,F,high,41913,0
S2692,Student 1692,2023,M,mid,82404,0
S2693,Student 1693,2023,M,mid,37048,0
S2694,Student 1694,2024,M,low,104582,0
S2695,Student 1695,2023,M,mid,104458,0
S2696,Student 1696,2024,M,mid,116701,0
S2697,Student 1697,2022,M,mid,73005,0
S2698,Student 1698,2023,F,low,26537,0
S2699,Student 1699,2022,M,mid,242026,0
S2700,Student 1700,2022,F,mid,74979,0
S2701,Student 1701,2023,F,high,60311,0
S2702,Student 1702,2024,M,mid,229414,0
S2703,Student 1703,2024,M,mid,25360,0
S2704,Student 1704,2024,F,low,57870,0
S2705,Student 1705,2022,M,mid,36539,0
S2706,Student 1706,2024,M,low,71975,0
S2707,Student 1707,2024,M,low,166219,0
S2708,Student 1708,2024,F,low,73815,1
S2709,Student 1709,2024,F,mid,62883,0
S2710,Student 1710,2023,M,low,123827,1
S2711,Student 1711,2023,M,mid,77954,0
S2712,Student 1712,2024,M,high,37385,0
S2713,Student 1713,2024,M,low,108894,0
S2714,Student 1714,2024,M,high,71017,0
S2715,Student 1715,2024,F,high,48046,0
S2716,Student 1716,2022,M,mid,29508,0
S2717,Student 1717,2024,M,high,176345,1
S2718,Student 1718,2022,F,mid,91405,1
S2719,Student 1719,2024,F,mid,81527,0
S2720,Student 1720,2023,M,mid,88079,0
S2721,Student 1721,2023,F,low,57940,0
S2722,Student 1722,2022,M,mid,56953,0
S2723,Student 1723,2024,F,low,34695,0
S2724,Student 1724,2022,M,mid,38469,0
S2725,Student 1725,2024,F,mid,155196,0
S2726,Student 1726,2023,M,high,27674,0
S2727,Student 1727,2024,M,mid,22185,0
S2728,Student 1728,2023,F,mid,124915,0
S2729,Student 1729,2024,F,low,15942,0
S2730,Student 1730,2023,F,mid,49388,0
S2731,Student 1731,2024,M,low,47001,0
S2732,Student 1732,2023,F,mid,68721,0
S2733,Student 1733,2023,F,mid,64936,1
S2734,Student 1734,2022,F,mid,38246,1
S2735,Student 1735,2022,F,mid,52245,0
S2736,Student 1736,2024,F,mid,50569,0
S2737,Student 1737,2022,F,high,50051,0
S2738,Student 1738,2023,F,mid,64845,1
S2739,Student 1739,2023,M,mid,36435,1
S2740,Student 1740,2024,M,low,47899,0
S2741,Student 1741,2024,F,low,49783,0
S2742,Student 1742,2024,F,mid,148005,0
S2743,Student 1743,2024,M,high,143570,0
S2744,Student 1744,2023,M,mid,140382,0
S2745,Student 1745,2024,M,low,23007,1
S2746,Student 1746,2024,M,mid,110224,0
S2747,Student 1747,2022,M,high,21972,0
S2748,Student 1748,2023,F,high,54743,1
S2749,Student 1749,2024,F,mid,49999,0
S2750,Student 1750,2024,M,high,161452,0
S2751,Student 1751,2023,F,mid,60906,0
S2752,Student 1752,2024,M,mid,118467,0
S2753,Student 1753,2023,F,mid,99608,0
S2754,Student 1754,2022,M,low,32039,0
S2755,Student 1755,2022,F,mid,64304,1
S2756,Student 1756,2023,F,mid,26995,0
S2757,Student 1757,2022,F,mid,17539,1
S2758,Student 1758,2022,F,mid,126695,0
S2759,Student 1759,2022,M,mid,25550,0
S2760,Student 1760,2022,M,low,33904,0
S2761,Student 1761,2024,M,mid,74121,0
S2762,Student 1762,2023,M,mid,33120,0
S2763,Student 1763,2022,M,mid,105513,0
S2764,Student 1764,2022,M,mid,75514,1
S2765,Student 1765,2024,F,mid,28615,0
S2766,Student 1766,2022,F,mid,186009,1
S2767,Student 1767,2023,M,high,71177,1
S2768,Student 1768,2022,M,mid,56273,1
S2769,Student 1769,2022,F,mid,65044,0
S2770,Student 1770,2024,M,mid,21199,0
S2771,Student 1771,2023,F,mid,145551,0
S2772,Student 1772,2022,F,high,15654,0
S2773,Student 1773,2022,M,mid,40824,1
S2774,Student 1774,2022,F,low,19789,0
S2775,Student 1775,2023,F,mid,65641,0
S2776,Student 1776,2022,M,mid,43883,0
S2777,Student 1777,2024,M,high,133897,1
S2778,Student 1778,2024,F,high,17188,1
S2779,Student 1779,2022,M,low,51390,0
S2780,Student 1780,2022,F,mid,54524,0
S2781,Student 1781,2024,M,mid,31514,1
S2782,Student 1782,2024,M,mid,60711,1
S2783,Student 1783,2022,F,mid,45103,1
S2784,Student 1784,2022,M,low,73868,0
S2785,Student 1785,2023,F,low,22394,0
S2786,Student 1786,2023,M,low,42157,0
S2787,Student 1787,2023,M,high,70709,0
S2788,Student 1788,2024,F,mid,99778,0
S2789,Student 1789,2022,M,mid,79983,1
S2790,Student 1790,2024,M,low,66374,0
S2791,Student 1791,2022,M,low,63301,0
S2792,Student 1792,2023,M,mid,148054,1
S2793,Student 1793,2022,M,low,157312,0
S2794,Student 1794,2022,M,mid,21542,0
S2795,Student 1795,2024,F,mid,65389,0
S2796,Student 1796,2022,M,mid,47528,0
S2797,Student 1797,2024,F,low,70488,0
S2798,Student 1798,2022,M,mid,24616,0
S2799,Student 1799,2023,F,high,74917,0
S2800,Student 1800,2022,F,mid,80165,0
S2801,Student 1801,2023,M,high,33703,0
S2802,Student 1802,2022,M,mid,16262,0
S2803,Student 1803,2022,M,low,100160,0
S2804,Student 1804,2023,M,mid,45935,0
S2805,Student 1805,2024,M,high,59747,0
S2806,Student 1806,2023,F,low,33666,0
S2807,Student 1807,2022,M,low,89146,1
S2808,Student 1808,2022,M,low,61236,0
S2809,Student 1809,2022,F,mid,45902,0
S2810,Student 1810,2022,F,low,38564,0
S2811,Student 1811,2024,M,high,284971,1
S2812,Student 1812,2022,M,high,120094,0
S2813,Student 1813,2024,M,high,34972,0
S2814,Student 1814,2023,F,mid,47965,0
S2815,Student 1815,2023,F,low,130577,0
S2816,Student 1816,2023,M,high,58481,0
S2817,Student 1817,2022,F,low,72743,0
S2818,Student 1818,2024,M,mid,68021,0
S2819,Student 1819,2022,F,mid,72266,0
S2820,Student 1820,2022,M,mid,30316,0
S2821,Student 1821,2023,M,low,48381,1
S2822,Student 1822,2022,M,mid,151029,1
S2823,Student 1823,2024,F,mid,48530,0
S2824,Student 1824,2024,F,high,66599,0
S2825,Student 1825,2024,M,mid,36618,1
S2826,Student 1826,2023,F,high,78808,0
S2827,Student 1827,2023,M,high,59018,0
S2828,Student 1828,2022,M,high,96758,0
S2829,Student 1829,2024,F,high,83343,0
S2830,Student 1830,2024,M,low,14537,0
S2831,Student 1831,2024,M,mid,125788,0
S2832,Student 1832,2022,F,high,31857,1
S2833,Student 1833,2023,F,mid,34792,0
S2834,Student 1834,2023,F,mid,38081,0
S2835,Student 1835,2024,M,mid,29467,0
S2836,Student 1836,2023,F,low,62914,1
S2837,Student 1837,2023,M,mid,139207,0
S2838,Student 1838,2024,M,mid,91141,0
S2839,Student 1839,2024,M,mid,52747,0
S2840,Student 1840,2024,M,low,31706,1
S2841,Student 1841,2022,M,mid,79070,0
S2842,Student 1842,2023,M,mid,50713,1
S2843,Student 1843,2023,M,mid,62709,0
S2844,Student 1844,2024,F,mid,83661,0
S2845,Student 1845,2023,M,low,104486,0
S2846,Student 1846,2024,F,mid,41465,0
S2847,Student 1847,2024,M,high,130560,1
S2848,Student 1848,2023,M,high,116298,0
S2849,Student 1849,2024,M,mid,47548,0
S2850,Student 1850,2023,M,mid,45378,0
S2851,Student 1851,2024,M,mid,57820,0
S2852,Student 1852,2023,F,mid,87031,0
S2853,Student 1853,2022,M,mid,69961,1
S2854,Student 1854,2023,M,low,73532,0
S2855,Student 1855,2023,M,mid,32265,0
S2856,Student 1856,2022,F,mid,52667,0
S2857,Student 1857,2022,F,mid,23361,1
S2858,Student 1858,2023,M,low,46278,0
S2859,Student 1859,2023,M,mid,27958,0
S2860,Student 1860,2022,F,mid,40613,0
S2861,Student 1861,2022,F,mid,90736,0
S2862,Student 1862,2023,F,mid,41083,0
S2863,Student 1863,2022,F,mid,88741,0
S2864,Student 1864,2024,M,low,54322,0
S2865,Student 1865,2023,F,high,63952,0
S2866,Student 1866,2024,F,high,48396,0
S2867,Student 1867,2022,F,mid,124908,0
S2868,Student 1868,2023,F,high,83978,0
S2869,Student 1869,2023,F,high,64886,1
S2870,Student 1870,2024,F,mid,39242,1
S2871,Student 1871,2023,F,mid,143819,0
S2872,Student 1872,2024,F,high,105060,0
S2873,Student 1873,2022,M,high,37687,0
S2874,Student 1874,2024,M,mid,93223,0
S2875,Student 1875,2023,M,mid,107998,0
S2876,Student 1876,2024,M,low,80279,0
S2877,Student 1877,2024,M,low,45930,0
S2878,Student 1878,2024,F,mid,23767,0
S2879,Student 1879,2024,F,low,86696,0
S2880,Student 1880,2024,F,mid,75178,0
S2881,Student 1881,2024,F,mid,91042,0
S2882,Student 1882,2023,M,mid,33029,0
S2883,Student 1883,2023,M,high,115655,0
S2884,Student 1884,2023,F,mid,67023,0
S2885,Student 1885,2024,F,mid,53392,0
S2886,Student 1886,2024,F,mid,43823,0
S2887,Student 1887,2023,M,mid,44962,0
S2888,Student 1888,2022,F,low,26654,1
S2889,Student 1889,2022,F,mid,56623,0
S2890,Student 1890,2022,F,low,32491,0
S2891,Student 1891,2023,M,high,64912,0
S2892,Student 1892,2022,F,low,79129,1
S2893,Student 1893,2023,M,low,29323,0
S2894,Student 1894,2023,M,mid,58685,0
S2895,Student 1895,2022,M,mid,91362,0
S2896,Student 1896,2023,F,mid,118931,0
S2897,Student 1897,2023,M,mid,62304,0
S2898,Student 1898,2022,F,high,52827,0
S2899,Student 1899,2024,F,mid,36597,0
S2900,Student 1900,2023,M,mid,211612,0
S2901,Student 1901,2023,F,mid,68621,0
S2902,Student 1902,2023,M,high,28452,0
S2903,Student 1903,2022,M,mid,89962,0
